iter	Passed	Remaining
199	723	2895
200	727	2891
201	731	2888
202	734	2884
203	738	2880
204	741	2875
205	745	2871
206	748	2868
207	752	2864
208	755	2860
209	759	2857
210	763	2853
211	767	2853
212	771	2850
213	774	2846
214	778	2843
215	782	2839
216	785	2835
217	789	2832
218	793	2829
219	797	2826
220	800	2822
221	804	2818
222	807	2814
223	811	2810
224	814	2807
225	818	2803
226	821	2798
227	825	2795
228	829	2792
229	833	2789
230	836	2785
231	840	2782
232	843	2777
233	847	2774
234	851	2770
235	854	2767
236	858	2763
237	862	2760
238	865	2756
239	869	2752
240	872	2749
241	876	2745
242	880	2741
243	883	2737
244	887	2734
245	890	2730
246	894	2728
247	898	2724
248	902	2720
249	906	2718
250	909	2714
251	913	2710
252	916	2706
253	920	2703
254	923	2699
255	927	2696
256	931	2692
257	935	2689
258	938	2685
259	942	2681
260	945	2677
261	949	2673
262	952	2670
263	956	2666
264	960	2663
265	963	2658
266	967	2654
267	970	2651
268	974	2647
269	977	2644
270	981	2640
271	985	2637
272	988	2633
273	992	2629
274	996	2626
275	999	2622
276	1003	2619
277	1007	2616
278	1011	2612
279	1014	2609
280	1018	2605
281	1022	2602
282	1025	2598
283	1029	2594
284	1032	2591
285	1036	2587
286	1040	2584
287	1043	2580
288	1047	2577
289	1050	2573
290	1054	2569
291	1058	2566
292	1061	2561
293	1065	2557
294	1068	2554
295	1072	2550
296	1076	2547
297	1079	2543
298	1083	2540
299	1087	2536
300	1090	2532
301	1094	2528
302	1097	2524
303	1101	2521
304	1104	2517
305	1108	2514
306	1112	2510
307	1115	2506
308	1119	2502
309	1122	2499
310	1126	2495
311	1130	2491
312	1133	2488
313	1137	2484
314	1141	2481
315	1144	2477
316	1148	2473
317	1152	2472
318	1156	2468
319	1159	2464
320	1163	2460
321	1166	2456
322	1170	2453
323	1174	2449
324	1177	2446
325	1181	2442
326	1185	2438
327	1188	2435
328	1192	2431
329	1195	2428
330	1199	2424
331	1203	2421
332	1206	2417
333	1210	2413
334	1214	2410
335	1217	2406
336	1221	2402
337	1225	2399
338	1228	2396
339	1232	2392
340	1236	2388
341	1239	2385
342	1243	2382
343	1247	2378
344	1251	2375
345	1254	2372
346	1258	2368
347	1262	2365
348	1265	2361
349	1269	2357
350	1273	2354
351	1276	2350
352	1280	2346
353	1284	2343
354	1287	2339
355	1293	2339
356	1297	2336
357	1300	2332
358	1304	2329
359	1308	2325
360	1311	2321
361	1315	2318
362	1319	2314
363	1322	2311
364	1326	2307
365	1330	2304
366	1333	2300
367	1337	2297
368	1341	2293
369	1344	2289
370	1348	2285
371	1351	2282
372	1355	2278
373	1359	2274
374	1362	2270
375	1365	2266
376	1369	2263
377	1373	2259
378	1376	2255
379	1380	2252
380	1384	2248
381	1387	2245
382	1391	2241
383	1394	2237
384	1398	2234
385	1402	2230
386	1405	2226
387	1409	2222
388	1412	2219
389	1416	2215
390	1420	2211
391	1423	2208
392	1427	2204
393	1430	2200
394	1434	2197
395	1438	2193
396	1441	2189
397	1445	2186
398	1449	2183
399	1452	2179
400	1456	2176
401	1461	2173
402	1465	2170
403	1469	2167
404	1473	2164
405	1476	2160
406	1480	2157
407	1484	2153
408	1488	2150
409	1492	2147
410	1495	2143
411	1499	2140
412	1503	2136
413	1506	2132
414	1510	2128
415	1513	2125
416	1517	2121
417	1521	2117
418	1525	2115
419	1528	2111
420	1532	2107
421	1536	2103
422	1540	2101
423	1544	2098
424	1548	2094
425	1551	2090
426	1555	2086
427	1559	2083
428	1562	2079
429	1566	2076
430	1569	2072
431	1573	2069
432	1577	2065
433	1581	2061
434	1584	2058
435	1588	2054
436	1591	2050
437	1595	2046
438	1598	2043
439	1602	2039
440	1606	2035
441	1609	2031
442	1613	2028
443	1616	2024
444	1620	2021
445	1624	2017
446	1628	2014
447	1631	2010
448	1635	2006
449	1639	2003
450	1642	1999
451	1646	1996
452	1650	1992
453	1653	1988
454	1657	1985
455	1660	1981
456	1664	1977
457	1667	1973
458	1672	1970
459	1675	1966
460	1679	1963
461	1683	1960
462	1686	1956
463	1690	1952
464	1694	1949
465	1697	1945
466	1701	1941
467	1704	1938
468	1708	1934
469	1712	1930
470	1715	1927
471	1719	1923
472	1723	1919
473	1726	1916
474	1730	1912
475	1733	1908
476	1737	1905
477	1741	1901
478	1745	1898
479	1748	1894
480	1752	1890
481	1755	1886
482	1759	1883
483	1762	1879
484	1766	1875
485	1770	1872
486	1773	1868
487	1777	1865
488	1781	1861
489	1784	1857
490	1788	1854
491	1792	1850
492	1795	1846
493	1799	1842
494	1802	1839
495	1806	1835
496	1809	1831
497	1813	1828
498	1817	1824
499	1820	1820
500	1824	1817
501	1828	1813
502	1831	1810
503	1835	1806
504	1839	1802
505	1842	1798
506	1846	1795
507	1850	1791
508	1853	1788
509	1857	1784
510	1860	1780
511	1864	1777
512	1868	1773
513	1872	1770
514	1875	1766
515	1879	1762
516	1882	1759
517	1886	1755
518	1890	1751
519	1893	1747
520	1897	1744
521	1900	1740
522	1904	1737
523	1908	1733
524	1911	1729
525	1915	1726
526	1919	1722
527	1922	1718
528	1927	1716
529	1931	1712
530	1935	1709
531	1938	1705
532	1942	1701
533	1946	1698
534	1949	1694
535	1953	1690
536	1956	1687
537	1960	1683
538	1964	1680
539	1967	1676
540	1971	1672
541	1975	1668
542	1978	1665
543	1982	1661
544	1986	1658
545	1989	1654
546	1993	1650
547	1997	1647
548	2000	1643
549	2004	1639
550	2007	1636
551	2011	1632
552	2015	1628
553	2018	1625
554	2022	1621
555	2025	1617
556	2029	1614
557	2033	1610
558	2036	1606
559	2040	1603
560	2044	1599
561	2048	1596
562	2051	1592
563	2055	1588
564	2059	1585
565	2062	1581
566	2067	1578
567	2070	1574
568	2074	1571
569	2077	1567
570	2081	1563
571	2084	1560
572	2088	1556
573	2092	1552
574	2095	1549
575	2099	1545
576	2103	1541
577	2106	1537
578	2110	1534
579	2113	1530
580	2117	1526
581	2121	1523
582	2124	1519
583	2128	1516
584	2132	1512
585	2135	1508
586	2139	1505
587	2142	1501
588	2146	1497
589	2149	1493
590	2153	1490
591	2157	1486
592	2160	1483
593	2164	1479
594	2167	1475
595	2171	1471
596	2175	1468
597	2179	1464
598	2182	1461
599	2186	1457
600	2189	1453
601	2193	1450
602	2197	1446
603	2200	1442
604	2204	1439
605	2208	1435
606	2211	1431
607	2215	1428
608	2219	1424
609	2222	1421
610	2226	1417
611	2229	1413
612	2233	1409
613	2237	1406
614	2240	1402
615	2244	1399
616	2247	1395
617	2251	1391
618	2255	1388
619	2258	1384
620	2262	1380
621	2265	1377
622	2269	1373
623	2273	1369
624	2276	1366
625	2280	1362
626	2284	1359
627	2287	1355
628	2291	1351
629	2295	1347
630	2298	1344
631	2302	1340
632	2305	1336
633	2309	1333
634	2313	1329
635	2317	1326
636	2321	1322
637	2324	1319
638	2328	1315
639	2331	1311
640	2335	1308
641	2339	1304
642	2342	1300
643	2346	1297
644	2349	1293
645	2353	1289
646	2356	1285
647	2360	1282
648	2363	1278
649	2367	1274
650	2371	1271
651	2375	1267
652	2378	1264
653	2382	1260
654	2386	1256
655	2390	1253
656	2393	1249
657	2397	1245
658	2401	1242
659	2404	1238
660	2408	1235
661	2411	1231
662	2415	1227
663	2418	1223
664	2422	1220
665	2426	1216
666	2429	1213
667	2433	1209
668	2437	1206
669	2441	1202
670	2444	1198
671	2448	1194
672	2451	1191
673	2456	1188
674	2460	1184
675	2464	1181
676	2468	1177
677	2472	1174
678	2477	1171
679	2481	1167
680	2484	1163
681	2488	1160
682	2491	1156
683	2495	1152
684	2499	1149
685	2503	1145
686	2506	1142
687	2510	1138
688	2514	1134
689	2518	1131
690	2523	1128
691	2527	1124
692	2531	1121
693	2535	1117
694	2538	1114
695	2542	1110
696	2546	1106
697	2550	1103
698	2553	1099
699	2557	1096
700	2561	1092
701	2565	1089
702	2569	1085
703	2572	1081
704	2576	1078
705	2580	1074
706	2584	1070
707	2587	1067
708	2591	1063
709	2595	1060
710	2599	1056
711	2602	1052
712	2605	1048
713	2609	1045
714	2613	1041
715	2617	1038
716	2620	1034
717	2624	1030
718	2628	1027
719	2631	1023
720	2635	1019
721	2638	1016
722	2642	1012
723	2646	1008
724	2649	1005
725	2653	1001
726	2657	997
727	2660	994
728	2664	990
729	2668	986
730	2671	983
731	2675	979
732	2679	975
733	2682	972
734	2686	968
735	2689	964
736	2693	961
737	2697	957
738	2702	954
739	2705	950
740	2709	947
741	2713	943
742	2716	939
743	2720	936
744	2724	932
745	2727	928
746	2731	925
747	2735	921
748	2738	917
749	2742	914
750	2746	910
751	2749	906
752	2753	903
753	2757	899
754	2760	895
755	2764	892
756	2767	888
757	2771	884
758	2775	881
759	2778	877
760	2782	873
761	2786	870
762	2789	866
763	2793	862
764	2797	859
765	2800	855
766	2804	851
767	2808	848
768	2811	844
769	2815	840
770	2818	837
771	2822	833
772	2826	829
773	2829	826
774	2833	822
775	2837	819
776	2841	815
777	2845	811
778	2849	808
779	2852	804
780	2856	801
781	2860	797
782	2863	793
783	2867	789
784	2871	786
785	2874	782
786	2878	779
787	2882	775
788	2885	771
789	2889	768
790	2893	764
791	2896	760
792	2900	757
793	2904	753
794	2907	749
795	2911	746
796	2915	742
797	2918	738
798	2922	735
799	2926	731
800	2929	727
801	2933	724
802	2937	720
803	2940	716
804	2944	713
805	2947	709
806	2951	705
807	2955	702
808	2959	698
809	2962	694
810	2966	691
811	2970	687
812	2974	684
813	2977	680
814	2981	676
815	2985	673
816	2988	669
817	2992	665
818	2996	662
819	2999	658
820	3003	654
821	3007	651
822	3010	647
823	3014	643
824	3018	640
825	3021	636
826	3025	632
827	3029	629
828	3032	625
829	3036	621
830	3040	618
831	3043	614
832	3047	610
833	3050	607
834	3054	603
835	3058	599
836	3061	596
837	3066	592
838	3069	589
839	3073	585
840	3077	581
841	3080	578
842	3084	574
843	3089	570
844	3092	567
845	3096	563
846	3099	559
847	3103	556
848	3107	552
849	3110	548
850	3114	545
851	3118	541
852	3121	537
853	3125	534
854	3129	530
855	3132	526
856	3136	523
857	3140	519
858	3143	516
859	3147	512
860	3151	508
861	3154	505
862	3158	501
863	3162	497
864	3166	494
865	3169	490
866	3173	486
867	3177	483
868	3181	479
869	3184	475
870	3188	472
871	3192	468
872	3195	464
873	3199	461
874	3203	457
875	3206	453
876	3210	450
877	3214	446
878	3217	442
879	3221	439
880	3224	435
881	3228	431
882	3232	428
883	3236	424
884	3239	420
885	3243	417
886	3247	413
887	3250	409
888	3254	406
889	3258	402
890	3261	399
891	3265	395
892	3268	391
893	3272	388
894	3276	384
895	3279	380
896	3283	377
897	3286	373
898	3290	369
899	3294	366
900	3297	362
901	3301	358
902	3305	355
903	3309	351
904	3312	347
905	3316	344
906	3319	340
907	3323	336
908	3327	333
909	3331	329
910	3335	325
911	3338	322
912	3342	318
913	3345	314
914	3349	311
915	3352	307
916	3356	303
917	3360	300
918	3363	296
919	3367	292
920	3371	289
921	3374	285
922	3378	281
923	3381	278
924	3385	274
925	3388	270
926	3392	267
927	3396	263
928	3400	259
929	3404	256
930	3408	252
931	3412	248
932	3416	245
933	3419	241
934	3423	238
935	3427	234
936	3430	230
937	3434	227
938	3438	223
939	3441	219
940	3445	216
941	3448	212
942	3452	208
943	3456	205
944	3459	201
945	3463	197
946	3466	194
947	3470	190
948	3474	186
949	3478	183
950	3481	179
951	3485	175
952	3489	172
953	3493	168
954	3496	164
955	3500	161
956	3504	157
957	3507	153
958	3511	150
959	3514	146
960	3518	142
961	3521	139
962	3525	135
963	3528	131
964	3532	128
965	3536	124
966	3539	120
967	3543	117
968	3546	113
969	3550	109
970	3554	106
971	3557	102
972	3561	98
973	3565	95
974	3568	91
975	3572	87
976	3576	84
977	3579	80
978	3584	76
979	3587	73
980	3591	69
981	3594	65
982	3598	62
983	3602	58
984	3605	54
985	3609	51
986	3613	47
987	3617	43
988	3621	40
989	3624	36
990	3628	32
991	3632	29
992	3635	25
993	3639	21
994	3643	18
995	3646	14
996	3650	10
997	3654	7
998	3657	3
999	3661	0
