iter	MultiClass
514	0.8522651635
515	0.851683608
516	0.8512265733
517	0.8504715136
518	0.8499013033
519	0.8492635833
520	0.8486652132
521	0.8484195313
522	0.847347884
523	0.8466998924
524	0.8463746606
525	0.8453934484
526	0.8444990589
527	0.8438144404
528	0.8433673863
529	0.8428452208
530	0.8422350176
531	0.8413088741
532	0.8403297691
533	0.8398521135
534	0.8392001995
535	0.8386712549
536	0.8382511912
537	0.8379887776
538	0.837039751
539	0.8363762593
540	0.8354213662
541	0.8349733944
542	0.834339159
543	0.8336972418
544	0.8328491213
545	0.8320152535
546	0.8313874997
547	0.8306390636
548	0.8298539291
549	0.8290882086
550	0.8283611677
551	0.8277455766
552	0.8269824691
553	0.8264951438
554	0.8259945681
555	0.8254455923
556	0.8250368698
557	0.8242658102
558	0.8234561699
559	0.8228736254
560	0.8218494072
561	0.8213662843
562	0.820936723
563	0.8200775306
564	0.8194909885
565	0.8189911675
566	0.8185464425
567	0.8179720252
568	0.8174139716
569	0.8168690665
570	0.816369996
571	0.815612053
572	0.8144921185
573	0.8138318338
574	0.8129661804
575	0.8123089646
576	0.8118888303
577	0.8114822686
578	0.8109844594
579	0.8100895616
580	0.8093778943
581	0.8086122677
582	0.807794024
583	0.8073833158
584	0.8060407551
585	0.8053977462
586	0.8048121552
587	0.8041092914
588	0.8036330286
589	0.8030872213
590	0.8026966217
591	0.8020407005
592	0.8012259477
593	0.800850146
594	0.8006110816
595	0.7997340396
596	0.7991743078
597	0.7985746059
598	0.7980142638
599	0.7970714331
600	0.7961809414
601	0.795531392
602	0.7952071906
603	0.7946751549
604	0.7941546407
605	0.7935643368
606	0.7926120334
607	0.7918339491
608	0.7912670408
609	0.7904576117
610	0.7900730202
611	0.7893046286
612	0.7888705513
613	0.7881613725
614	0.7873346767
615	0.786501373
616	0.7859640932
617	0.7854316348
618	0.7848392592
619	0.7842015495
620	0.7835685739
621	0.7829484387
622	0.782302609
623	0.7819194373
624	0.781422696
625	0.7809992462
626	0.7801666954
627	0.7797703602
628	0.7793483509
629	0.7790032127
630	0.7783460043
631	0.7777859554
632	0.7771956605
633	0.7765967223
634	0.7761215103
635	0.7754283585
636	0.7747629992
637	0.77435962
638	0.773877272
639	0.7732604838
640	0.7729633686
641	0.7721723171
642	0.7714247352
643	0.7709328828
644	0.770656955
645	0.770078047
646	0.7693946841
647	0.7690214578
648	0.7685638327
649	0.7678995474
650	0.7673053548
651	0.7668021548
652	0.7664065404
653	0.765839008
654	0.7651901005
655	0.7648941777
656	0.7642939165
657	0.7638499856
658	0.7632109223
659	0.7624010076
660	0.7619572994
661	0.7614815483
662	0.761220586
663	0.7604635136
664	0.7600088413
665	0.7591739068
666	0.7587368234
667	0.7582216305
668	0.7574264942
669	0.756884324
670	0.7561531365
671	0.7558230935
672	0.7552420882
673	0.7548973292
674	0.7546198447
675	0.7542815386
676	0.7537942888
677	0.7531472964
678	0.7526729454
679	0.7522244227
680	0.7518816766
681	0.7513243764
682	0.7507569281
683	0.7502747323
684	0.7495086022
685	0.7490372087
686	0.7479152158
687	0.747234525
688	0.7464765384
689	0.7455592772
690	0.7448098444
691	0.7440636793
692	0.743744185
693	0.7431774863
694	0.7426435726
695	0.7424365608
696	0.7415982453
697	0.7410784268
698	0.7406199573
699	0.7402289032
700	0.7394821506
701	0.7388826095
702	0.7383407991
703	0.7377284211
704	0.7371711229
705	0.736360794
706	0.7356033714
707	0.7349662672
708	0.734725254
709	0.7341221716
710	0.7336608223
711	0.7332666308
712	0.7327756349
713	0.732477826
714	0.7319682138
715	0.7313678939
716	0.7308736361
717	0.7304923338
718	0.7295341107
719	0.7287124253
720	0.7279670476
721	0.7273132766
722	0.7269201018
723	0.7261897935
724	0.7256184317
725	0.7251411183
726	0.7249686831
727	0.7242071738
728	0.7237429357
729	0.7230668076
730	0.7227754824
731	0.7221099191
732	0.7216399507
733	0.7211742829
734	0.7204736135
735	0.7199360703
736	0.719175761
737	0.7187130861
738	0.7182130054
739	0.7175483471
740	0.7168414034
741	0.7163836642
742	0.7156680897
743	0.7152859948
744	0.714592795
745	0.714231998
746	0.7137540685
747	0.7131246998
748	0.7123848689
749	0.711988972
750	0.7115141822
751	0.7108735594
752	0.7102063528
753	0.7097539153
754	0.7092584928
755	0.708856773
756	0.7084458461
757	0.7079702526
758	0.7074647962
759	0.7072267257
760	0.7070039151
761	0.7066490809
762	0.7063319715
763	0.7058663467
764	0.7052367383
765	0.7046322906
766	0.7041301139
767	0.7036337779
768	0.7031168283
769	0.7027957139
770	0.7023452273
771	0.7019656427
772	0.7012004297
773	0.7009550208
774	0.6999514675
775	0.6994342325
776	0.6987604833
777	0.6980908586
778	0.6972185259
779	0.6966539899
780	0.6960556822
781	0.6955374973
782	0.6950281171
783	0.6945476869
784	0.6939619384
785	0.6935193935
786	0.6930462868
787	0.6924760919
788	0.6918567076
789	0.6912775165
790	0.6907665348
791	0.6901865954
792	0.6895878629
793	0.6890159394
794	0.6884846478
795	0.687974846
796	0.6875135006
797	0.6869269627
798	0.6863550344
799	0.6856917787
800	0.6852539349
801	0.6845654276
802	0.6837425463
803	0.6831192805
804	0.6827474189
805	0.6822245008
806	0.6818328719
807	0.6815617288
808	0.6811042568
809	0.6806773593
810	0.6801845238
811	0.6795719627
812	0.6791084048
813	0.6788999583
814	0.678353358
815	0.6774972282
816	0.6771364487
817	0.6766477013
818	0.6761674693
819	0.6758318575
820	0.6752339675
821	0.6748457059
822	0.6744028632
823	0.6739954796
824	0.6734340588
825	0.6731037492
826	0.67277029
827	0.6722522744
828	0.6716434275
829	0.6709939157
830	0.6703301232
831	0.6699934193
832	0.6695600115
833	0.6692209877
834	0.6689402414
835	0.6685439239
836	0.6679490026
837	0.6674089242
838	0.6667900373
839	0.6664097557
840	0.6659726647
841	0.6656127064
842	0.6651454786
843	0.6648803059
844	0.6644555148
845	0.6641353226
846	0.664039678
847	0.6636788599
848	0.6629231717
849	0.6623541576
850	0.6621118456
851	0.6616954886
852	0.6611789687
853	0.6606550799
854	0.6604044496
855	0.6599692603
856	0.6595864076
857	0.6591035055
858	0.6588214599
859	0.6584126724
860	0.6578827833
861	0.6573927499
862	0.6569987174
863	0.6566329394
864	0.6562842734
865	0.6557992406
866	0.6553055985
867	0.6547302257
868	0.654316413
869	0.6538303468
870	0.6534722304
871	0.6531956647
872	0.6528017259
873	0.6525364615
874	0.6520775285
875	0.6516801595
876	0.6512365484
877	0.6508289802
878	0.650236612
879	0.6496565404
880	0.6494018167
881	0.648850269
882	0.6483772305
883	0.6480421663
884	0.6474680391
885	0.647338232
886	0.6468374015
887	0.6464135362
888	0.6459884523
889	0.645562049
890	0.6452303498
891	0.6447990129
892	0.6442226652
893	0.6437773969
894	0.6435986103
895	0.6434009454
896	0.6428930251
897	0.6423383085
898	0.6418370691
899	0.6415235721
900	0.640759342
901	0.6404037954
902	0.6399498564
903	0.6394201101
904	0.6390736132
905	0.638597662
906	0.6380652414
907	0.6376007714
908	0.6370529634
909	0.6367201281
910	0.6363583001
911	0.6360797594
912	0.6356499743
913	0.634971428
914	0.6346468112
915	0.6342862091
916	0.6337396105
917	0.633586601
918	0.6332009331
919	0.6327718524
920	0.6324664183
921	0.6320774526
922	0.6316073196
923	0.6312494512
924	0.6306247524
925	0.6303446898
926	0.6296574603
927	0.6292616905
928	0.6287878912
929	0.6283501171
930	0.6278495842
931	0.6275340105
932	0.627058748
933	0.6265843679
934	0.6261301545
935	0.6255412717
936	0.6253167182
937	0.6247274809
938	0.6243546087
939	0.6239496468
940	0.6233798193
941	0.6231565005
942	0.6228209277
943	0.622447318
944	0.6219782967
945	0.6217155207
946	0.6213923225
947	0.6211712149
948	0.620912141
949	0.620391797
950	0.6199979343
951	0.6195271179
952	0.619038056
953	0.6187401021
954	0.6183846542
955	0.6181709281
956	0.6174549166
957	0.6168764062
958	0.6166367942
959	0.616161041
960	0.6160011467
961	0.6155331944
962	0.6151525221
963	0.6148505827
964	0.6145492675
965	0.6141519082
966	0.6137816993
967	0.6134312743
968	0.6132119859
969	0.6126752227
970	0.6121965192
971	0.6119641447
972	0.6116466489
973	0.610909843
974	0.6104231146
975	0.6099754208
976	0.6097227828
977	0.6094664843
978	0.6090462741
979	0.6085144445
980	0.6082767033
981	0.6079682542
982	0.6076064138
983	0.607385862
984	0.6069748487
985	0.6066013739
986	0.6062956009
987	0.6057141435
988	0.6054447231
989	0.6048684735
990	0.6044835427
991	0.603932576
992	0.6036609783
993	0.6032914279
994	0.6028872641
995	0.6025165276
996	0.6019664674
997	0.601519555
998	0.6011053034
999	0.6007645013
